timestamp,service,cpu_usage_pct,memory_usage_pct,http_error_rate_5xx,request_latency_p99,pod_restart_count_delta,network_rx_bytes_delta,network_tx_bytes_delta
1774664440.069906,api-gateway,38.24000000000004,27.75421142578125,0.0,0.24399999999999997,0.0,0.0,0.0
1774664440.106814,order-service,2.0,19.085693359375,0.0,0.19570000000000004,0.0,0.0,0.0
1774664440.1439822,payment-service,1.2799999999999994,18.51043701171875,0.04,0.24732142857142855,0.0,0.0,0.0
1774664440.183189,inventory-service,1.5200000000000014,18.011474609375,0.0,0.024805783582089555,0.0,0.0,0.0
1774664440.226718,notification-service,0.20000000000000018,17.852783203125,0.0,0.09450000000000001,0.0,0.0,0.0
1774664445.266117,auth-service,0.12000000000000012,17.99774169921875,0.0,nan,0.0,0.0,0.0
1774664445.319167,api-gateway,38.160000000000025,27.75421142578125,0.0,0.24772115384615387,0.0,0.0,0.0
1774664445.3645408,order-service,1.9199999999999982,19.085693359375,0.0,0.09699999999999999,0.0,0.0,0.0
1774664445.4200351,payment-service,1.3600000000000012,18.51043701171875,0.08,0.09911363636363636,0.0,0.0,0.0
1774664445.4736571,inventory-service,1.6000000000000014,18.011474609375,0.0,0.02481063122923588,0.0,0.0,0.0
1774664445.5266151,notification-service,0.2796644027167402,17.852783203125,0.0,0.09200000000000005,0.0,0.0,0.0
1774664450.5843542,auth-service,0.16000000000000014,17.99774169921875,0.0,nan,0.0,0.0,0.0
1774664450.629269,api-gateway,38.71999999999997,27.99835205078125,0.0,0.2383809523809522,0.0,0.0,0.0
1774664450.6705558,order-service,1.8001440115209186,19.085693359375,0.0,0.09899999999999999,0.0,0.0,0.0
1774664450.719831,payment-service,1.1999999999999993,18.51043701171875,0.08,0.09866666666666668,0.0,0.0,0.0
1774664450.761492,inventory-service,1.68,18.011474609375,0.0,0.024804046242774568,0.0,0.0,0.0
1774664450.798246,notification-service,0.3200000000000003,17.852783203125,0.0,0.09574999999999999,0.0,0.0,0.0
1774664455.8493729,auth-service,0.12000000000000012,17.99774169921875,0.0,0.09550000000000002,0.0,0.0,0.0
1774664455.899013,api-gateway,39.359999999999985,27.99835205078125,0.0,0.40874999999999995,0.0,0.0,0.0
1774664455.9422688,order-service,1.6399999999999988,19.134521484375,0.0,0.09800000000000002,0.0,0.0,0.0
1774664455.991903,payment-service,1.1199999999999992,18.51043701171875,0.04,0.09775,0.0,0.0,0.0
1774664456.0374122,inventory-service,1.6400000000000008,18.011474609375,0.0,0.024803947368421054,0.0,0.0,0.0
1774664456.079202,notification-service,0.3200384046085533,17.852783203125,0.0,0.095,0.0,0.0,0.0
1774664461.1216269,auth-service,0.12000000000000012,17.99774169921875,0.0,nan,0.0,0.0,0.0
1774664461.1603572,api-gateway,39.51999999999998,27.850341796875,0.0,0.23341818181818172,0.0,0.0,0.0
1774664461.2044082,order-service,1.800000000000001,19.232177734375,0.0,0.22131249999999986,0.0,0.0,0.0
1774664461.241334,payment-service,1.1199999999999992,18.51043701171875,0.08,0.09550000000000002,0.0,0.0,0.0
1774664461.2865841,inventory-service,1.5599999999999987,18.011474609375,0.0,0.024807530120481928,0.0,0.0,0.0
1774664461.327418,notification-service,0.3200256020481641,17.852783203125,0.0,0.09524999999999997,0.0,0.0,0.0
1774664466.369858,auth-service,0.16000000000000014,17.99774169921875,0.0,nan,0.0,0.0,0.0
1774664466.411677,api-gateway,41.95999999999998,30.975341796875,0.0,0.2411730769230768,0.0,0.0,0.0
1774664466.4601011,order-service,1.7600000000000016,19.232177734375,0.0,0.22913636363636353,0.0,0.0,0.0
1774664466.506499,payment-service,1.1199999999999992,18.51043701171875,0.12,0.2473,0.0,0.0,0.0
1774664466.552715,inventory-service,1.8800000000000008,18.011474609375,0.0,0.02481845637583893,0.0,0.0,0.0
1774664466.6025229,notification-service,0.40000000000000036,17.852783203125,0.0,0.09649999999999999,0.0,0.0,0.0
1774664471.663938,auth-service,0.16000000000000014,17.99774169921875,0.0,nan,0.0,0.0,0.0
1774664471.7048,api-gateway,39.27528696556416,28.3660888671875,0.0,0.23403225806451622,0.0,0.0,0.0
1774664471.742052,order-service,1.800000000000001,19.232177734375,0.0,0.23118181818181816,0.0,0.0,0.0
1774664471.776751,payment-service,0.9599999999999991,18.51043701171875,0.08,0.04975,0.0,0.0,0.0
1774664471.8067799,inventory-service,1.8000000000000027,18.011474609375,0.0,0.049625,0.0,0.0,0.0
1774664471.8372831,notification-service,0.32038446135362464,17.852783203125,0.0,0.24774999999999997,0.0,0.0,0.0
1774664476.872834,auth-service,0.20000000000000018,17.99774169921875,0.0,nan,0.0,0.0,0.0
1774664476.914031,api-gateway,31.240000000000013,28.3660888671875,0.0,0.0993,0.0,0.0,0.0
1774664476.9444249,order-service,1.7200000000000024,19.232177734375,0.0,0.20699999999999963,0.0,0.0,0.0
1774664476.975391,payment-service,0.8000000000000007,18.51043701171875,0.08,0.0497,0.0,0.0,0.0
1774664477.004172,inventory-service,1.4399999999999995,18.011474609375,0.0,0.0248212543554007,0.0,0.0,0.0
1774664477.0350132,notification-service,0.28000000000000025,17.852783203125,0.0,0.24774999999999997,0.0,0.0,0.0
1774664482.0650449,auth-service,0.23998080153587736,17.99774169921875,0.0,0.0495,0.0,0.0,0.0
1774664482.11022,api-gateway,23.80000000000001,28.3660888671875,0.0,0.24605339805825244,0.0,0.0,0.0
1774664482.1475909,order-service,1.5198784097272215,19.232177734375,0.0,0.20620000000000013,0.0,0.0,0.0
1774664482.1814048,payment-service,0.6799999999999997,18.51043701171875,0.08,0.24655000000000002,0.0,0.0,0.0
1774664482.212966,inventory-service,1.2399999999999984,18.011474609375,0.0,0.024804375000000004,0.0,0.0,0.0
1774664482.240343,notification-service,0.24000000000000024,17.852783203125,0.0,0.09600000000000003,0.0,0.0,0.0
1774664487.27635,auth-service,0.24000000000000024,17.99774169921875,0.0,nan,0.0,0.0,0.0
1774664487.3200178,api-gateway,16.75999999999999,28.3660888671875,0.0,0.2416375,0.0,0.0,0.0
1774664487.349905,order-service,1.1199999999999974,19.232177734375,0.0,0.23414285714285726,0.0,0.0,0.0
1774664487.37953,payment-service,0.5600000000000005,18.51043701171875,0.04,0.0985,0.0,0.0,0.0
1774664487.40668,inventory-service,1.0399999999999991,18.011474609375,0.0,0.024799489795918367,0.0,0.0,0.0
1774664487.4387798,notification-service,0.23995200959808063,17.852783203125,0.0,0.097,0.0,0.0,0.0
1774664492.481575,auth-service,0.24000000000000024,17.99774169921875,0.0,0.024850000000000004,0.0,0.0,0.0
1774664492.52763,api-gateway,7.000000000000058,28.3660888671875,0.0,0.0995,0.0,0.0,0.0
1774664492.5566819,order-service,0.8000000000000007,19.232177734375,0.0,0.22700000000000006,0.0,0.0,0.0
1774664492.5872,payment-service,0.3600000000000012,18.51043701171875,0.0,0.24649999999999997,0.0,0.0,0.0
1774664492.6166432,inventory-service,0.5599999999999987,18.011474609375,0.0,0.024804651162790698,0.0,0.0,0.0
1774664492.644726,notification-service,0.24000000000000024,17.852783203125,0.0,0.04975,0.0,0.0,0.0
1774664497.67539,auth-service,0.24000000000000024,17.99774169921875,0.0,nan,0.0,0.0,0.0
1774664497.761046,api-gateway,0.3599856005759906,28.3660888671875,0.0,nan,0.0,0.0,0.0
1774664497.833199,order-service,0.4799616030717547,19.232177734375,0.0,0.0993,0.0,0.0,0.0
1774664497.895782,payment-service,0.24000000000000196,18.51043701171875,0.0,0.0995,0.0,0.0,0.0
1774664497.9541209,inventory-service,0.2799999999999976,18.011474609375,0.0,nan,0.0,0.0,0.0
1774664498.02018,notification-service,0.23996160614301731,17.852783203125,0.0,nan,0.0,0.0,0.0
